call_date,from_country,from_number,from_operator,to_number,to_country,to_extension,to_operator,call_duration,call_charge,is_fraud
2016-03-20 15:24:47.980302,Romania,+8808572525620,Vodafone,+12134842641,United States,,Verizon Wireless,7.171293790303171,12.941179698288007,True
2016-03-29 15:24:47.980302,Romania,+8808572525626,Vodafone,+12134842641,United States,,Verizon Wireless,4.947769907550732,41.242900067856596,True
2016-03-13 15:24:47.980302,Romania,+8808572525650,Vodafone,+12134842641,United States,,Verizon Wireless,41.20996857266989,24.025796434171323,True
2016-03-09 15:24:47.980302,Romania,+8808572525630,Vodafone,+12134842641,United States,,Verizon Wireless,8.62446830463017,0.3319276383600499,True
2016-03-02 15:24:47.980302,Romania,+8808572525644,Vodafone,+12134842641,United States,,Verizon Wireless,2.401309398887549,0.8242974261906154,True
2016-03-31 15:24:47.980302,Romania,+8808572525652,Vodafone,+12134842641,United States,x700815,Verizon Wireless,5.106471472492483,3.361414830581846,True
2016-03-14 15:24:47.980302,Romania,+8808572525615,Vodafone,+12134842641,United States,,Verizon Wireless,31.457972359393185,4.998883679013718,True
2016-03-23 15:24:47.980302,Romania,+8808572525626,Vodafone,+12134842641,United States,,Verizon Wireless,10.46215371736798,10.251795141725207,True
2016-03-13 15:24:47.980302,Romania,+8808572525619,Vodafone,+12134842641,United States,,Verizon Wireless,16.450889382976406,23.42547134885342,True
2016-03-09 15:24:47.980302,Romania,+8808572525616,Vodafone,+12134842641,United States,,Verizon Wireless,54.45631359946818,0.6105522563572418,True
2016-03-21 15:24:47.980302,Romania,+8808572525643,Vodafone,+12134842641,United States,,Verizon Wireless,15.876717236942458,11.359773022717668,True
2016-03-28 15:24:47.980302,Romania,+8808572525649,Vodafone,+12134842641,United States,,Verizon Wireless,7.29435793751761,1.4068639992348266,True
2016-03-04 15:24:47.980302,Romania,+8808572525643,Vodafone,+12134842641,United States,,Verizon Wireless,5.923127974871083,4.123598111419138,True
2016-03-07 15:24:47.980302,Romania,+8808572525649,Vodafone,+12134842641,United States,,Verizon Wireless,6.462316150576841,11.13640987201612,True
2016-03-24 15:24:47.980302,Romania,+8808572525633,Vodafone,+12134842641,United States,,Verizon Wireless,5.666023520998663,0.6156636507057536,True
2016-03-15 15:24:47.980302,Romania,+8808572525625,Vodafone,+12134842641,United States,,Verizon Wireless,26.79128179986922,3.88004870590681,True
2016-03-30 15:24:47.980302,Romania,+8808572525645,Vodafone,+12134842641,United States,x1188744,Verizon Wireless,6.630705070687984,2.9247598317432995,True
2016-03-02 15:24:47.980302,Romania,+8808572525633,Vodafone,+12134842641,United States,,Verizon Wireless,0.4207663767211249,3.424254878599579,True
2016-03-11 15:24:47.980302,Romania,+8808572525630,Vodafone,+12134842641,United States,,Verizon Wireless,15.436519681374294,14.400241849702201,True
2016-03-16 15:24:47.980302,Romania,+8808572525616,Vodafone,+12134842641,United States,x570577,Verizon Wireless,3.134015074017163,17.08529125037615,True
2016-03-12 15:24:47.980302,Romania,+8808572525662,Vodafone,+12134842641,United States,,Verizon Wireless,25.015345327921494,5.318653476946279,True
2016-03-19 15:24:47.980302,Romania,+8808572525664,Vodafone,+12134842641,United States,,Verizon Wireless,4.0646107619253415,26.541725473782265,True
2016-03-20 15:24:47.980302,Romania,+8808572525615,Vodafone,+12134842641,United States,,Verizon Wireless,6.685252615117273,1.8898345466660014,True
2016-03-12 15:24:47.980302,Romania,+8808572525611,Vodafone,+12134842641,United States,,Verizon Wireless,8.498631877832986,5.496419564915294,True
2016-03-18 15:24:47.980302,Romania,+8808572525635,Vodafone,+12134842641,United States,,Verizon Wireless,2.530312435485113,0.2126286079024456,True
2016-03-21 15:24:47.980302,Romania,+8808572525633,Vodafone,+12134842641,United States,,Verizon Wireless,9.904243763732817,28.003728927962857,True
2016-03-18 15:24:47.980302,Romania,+8808572525621,Vodafone,+12134842641,United States,,Verizon Wireless,33.761685897670084,3.3981442348487523,True
2016-03-21 15:24:47.980302,Romania,+8808572525659,Vodafone,+12134842641,United States,,Verizon Wireless,59.19165646978848,16.65940008203636,True
2016-03-07 15:24:47.980302,Romania,+8808572525670,Vodafone,+12134842641,United States,,Verizon Wireless,31.677206268564998,26.389667867951086,True
2016-03-07 15:24:47.980302,Romania,+8808572525645,Vodafone,+12134842641,United States,,Verizon Wireless,30.38608228087455,9.311282384704233,True
2016-03-13 15:24:47.980302,Romania,+8808572525646,Vodafone,+12134842641,United States,,Verizon Wireless,27.337454012796577,4.507669498462911,True
2016-03-17 15:24:47.980302,Romania,+8808572525633,Vodafone,+12134842641,United States,,Verizon Wireless,5.246977590061914,12.62701071677252,True
2016-03-21 15:24:47.980302,Romania,+8808572525665,Vodafone,+12134842641,United States,,Verizon Wireless,12.956105726434915,4.047908269655133,True
2016-03-14 15:24:47.980302,Romania,+8808572525614,Vodafone,+12134842641,United States,,Verizon Wireless,1.824085500273449,7.551351342005939,True
2016-03-26 15:24:47.980302,Romania,+8808572525671,Vodafone,+12134842641,United States,,Verizon Wireless,11.456647674577171,54.51989096332682,True
2016-03-04 15:24:47.980302,Romania,+8808572525611,Vodafone,+12134842641,United States,,Verizon Wireless,12.350818293487716,7.918173674538167,True
2016-03-26 15:24:47.980302,Romania,+8808572525629,Vodafone,+12134842641,United States,,Verizon Wireless,9.29402044670041,9.71407226260231,True
2016-03-29 15:24:47.980302,Romania,+8808572525650,Vodafone,+12134842641,United States,x4371953,Verizon Wireless,57.90546865469359,16.39193253601254,True
2016-03-04 15:24:47.980302,Romania,+8808572525630,Vodafone,+12134842641,United States,,Verizon Wireless,52.17867597469791,9.67897372950363,True
2016-03-20 15:24:47.980302,Romania,+8808572525648,Vodafone,+12134842641,United States,,Verizon Wireless,18.515864128571028,4.690773907214486,True
2016-03-31 15:24:47.980302,Romania,+8808572525612,Vodafone,+12134842641,United States,,Verizon Wireless,7.077732016159493,12.112063778520357,True
2016-03-03 15:24:47.980302,Romania,+8808572525618,Vodafone,+12134842641,United States,,Verizon Wireless,7.160639439228497,59.47012483920049,True
2016-03-17 15:24:47.980302,Romania,+8808572525633,Vodafone,+12134842641,United States,,Verizon Wireless,4.354595199277229,3.0544375207461023,True
2016-03-21 15:24:47.980302,Romania,+8808572525641,Vodafone,+12134842641,United States,,Verizon Wireless,9.696618926444478,4.3706868767845934,True
2016-03-23 15:24:47.980302,Romania,+8808572525630,Vodafone,+12134842641,United States,,Verizon Wireless,5.157132503615573,2.9774550812301297,True
2016-03-20 15:24:47.980302,Romania,+8808572525661,Vodafone,+12134842641,United States,,Verizon Wireless,2.3591250371767694,16.205317818017278,True
2016-03-14 15:24:47.980302,Romania,+8808572525650,Vodafone,+12134842641,United States,,Verizon Wireless,4.762651960539409,4.236397003169103,True
2016-03-23 15:24:47.980302,Romania,+8808572525650,Vodafone,+12134842641,United States,,Verizon Wireless,0.780365585571742,4.066941561944858,True
2016-03-09 15:24:47.980302,Romania,+8808572525662,Vodafone,+12134842641,United States,,Verizon Wireless,26.83541589384516,9.256445807297958,True
2016-03-19 15:24:47.980302,Romania,+8808572525644,Vodafone,+12134842641,United States,,Verizon Wireless,49.42892358437224,56.50277347201623,True
2016-03-11 15:24:47.980302,Romania,+8808572525664,Vodafone,+12134842641,United States,,Verizon Wireless,7.503129184905188,27.75917489960293,True
2016-03-18 15:24:47.980302,Romania,+8808572525639,Vodafone,+12134842641,United States,,Verizon Wireless,5.088469078893234,18.258788790807465,True
2016-03-16 15:24:47.980302,Romania,+8808572525656,Vodafone,+12134842641,United States,,Verizon Wireless,8.82127047137762,0.4579030538815998,True
2016-03-24 15:24:47.980302,Romania,+8808572525656,Vodafone,+12134842641,United States,,Verizon Wireless,5.1427275453801995,12.926384492191973,True
2016-03-25 15:24:47.980302,Romania,+8808572525647,Vodafone,+12134842641,United States,,Verizon Wireless,16.69230470211984,7.371552237723861,True
2016-03-31 15:24:47.980302,Romania,+8808572525622,Vodafone,+12134842641,United States,x6055288,Verizon Wireless,0.4457255574255742,12.8046508309487,True
2016-03-27 15:24:47.980302,Romania,+8808572525639,Vodafone,+12134842641,United States,,Verizon Wireless,9.46857443881375,7.303623207267025,True
2016-03-29 15:24:47.980302,Romania,+8808572525638,Vodafone,+12134842641,United States,x3212708,Verizon Wireless,1.981261688240732,13.242669808412234,True
2016-03-22 15:24:47.980302,Romania,+8808572525614,Vodafone,+12134842641,United States,,Verizon Wireless,20.622268080133175,14.721728307344877,True
2016-03-09 15:24:47.980302,Romania,+8808572525624,Vodafone,+12134842641,United States,,Verizon Wireless,9.7768394196341,10.61029111336599,True
2016-03-15 15:24:47.980302,Romania,+8808572525647,Vodafone,+12134842641,United States,,Verizon Wireless,26.30413182114633,19.604822749889802,True
2016-03-15 15:24:47.980302,Romania,+8808572525655,Vodafone,+12134842641,United States,,Verizon Wireless,6.535241679341704,14.022646922328889,True
2016-03-17 15:24:47.980302,Romania,+8808572525626,Vodafone,+12134842641,United States,,Verizon Wireless,18.36601743034271,8.036587910059488,True
2016-03-06 15:24:47.980302,Romania,+8808572525672,Vodafone,+12134842641,United States,,Verizon Wireless,1.8334873742402145,13.159673839407578,True
2016-03-02 15:24:47.980302,Romania,+8808572525616,Vodafone,+12134842641,United States,,Verizon Wireless,34.98224793735858,3.3602074928741628,True
2016-03-12 15:24:47.980302,Romania,+8808572525662,Vodafone,+12134842641,United States,,Verizon Wireless,30.618846299409643,10.283099765396344,True
2016-03-03 15:24:47.980302,Romania,+8808572525661,Vodafone,+12134842641,United States,,Verizon Wireless,0.795932913756392,8.089736888691421,True
2016-03-11 15:24:47.980302,Romania,+8808572525634,Vodafone,+12134842641,United States,x3862276,Verizon Wireless,45.14547971882886,22.613738109038295,True
2016-03-04 15:24:47.980302,Romania,+8808572525619,Vodafone,+12134842641,United States,x2462747,Verizon Wireless,7.500716363586169,17.477400614170225,True
2016-03-21 15:24:47.980302,Romania,+8808572525615,Vodafone,+12134842641,United States,x7150997,Verizon Wireless,4.064052069494516,7.661140848220754,True
2016-03-29 15:24:47.980302,Romania,+8808572525642,Vodafone,+12134842641,United States,,Verizon Wireless,2.719334642743625,0.6482083701340696,True
2016-03-24 15:24:47.980302,Romania,+8808572525619,Vodafone,+12134842641,United States,x7124562,Verizon Wireless,3.055171772024839,11.940354007616003,True
2016-03-13 15:24:47.980302,Romania,+8808572525668,Vodafone,+12134842641,United States,x7520672,Verizon Wireless,23.11506872494388,2.350804381708475,True
2016-03-20 15:24:47.980302,Romania,+8808572525643,Vodafone,+12134842641,United States,x2285249,Verizon Wireless,29.13814496339696,3.02445500767352,True
2016-03-08 15:24:47.980302,Romania,+8808572525667,Vodafone,+12134842641,United States,x2383481,Verizon Wireless,10.297080842082217,13.613444646687896,True
2016-03-10 15:24:47.980302,Romania,+8808572525640,Vodafone,+12134842641,United States,,Verizon Wireless,12.784790660263551,4.388642036197953,True
2016-03-11 15:24:47.980302,Romania,+8808572525664,Vodafone,+12134842641,United States,x6275045,Verizon Wireless,52.032317033441466,4.180761379280603,True
2016-03-20 15:24:47.980302,Romania,+8808572525663,Vodafone,+12134842641,United States,,Verizon Wireless,9.461373488138229,4.425966105532215,True
2016-03-27 15:24:47.980302,Romania,+8808572525645,Vodafone,+12134842641,United States,,Verizon Wireless,4.952399257169732,18.17316645026747,True
2016-03-03 15:24:47.980302,Romania,+8808572525664,Vodafone,+12134842641,United States,,Verizon Wireless,28.454984183811646,12.469926789696189,True
2016-03-31 15:24:47.980302,Romania,+8808572525611,Vodafone,+12134842641,United States,,Verizon Wireless,1.4321837028368904,0.4878021614606392,True
2016-03-27 15:24:47.980302,Romania,+8808572525625,Vodafone,+12134842641,United States,,Verizon Wireless,1.5912140745633296,0.11287353331191449,True
2016-03-30 15:24:47.980302,Romania,+8808572525617,Vodafone,+12134842641,United States,,Verizon Wireless,11.221800618786153,3.563705621617088,True
2016-03-29 15:24:47.980302,Romania,+8808572525651,Vodafone,+12134842641,United States,,Verizon Wireless,63.11959616268827,22.570887263174043,True
2016-03-08 15:24:47.980302,Romania,+8808572525618,Vodafone,+12134842641,United States,x2243020,Verizon Wireless,29.537852663788428,4.840222829562296,True
2016-03-28 15:24:47.980302,Romania,+8808572525635,Vodafone,+12134842641,United States,,Verizon Wireless,8.917607114725886,0.12909728390526853,True
2016-03-20 15:24:47.980302,Romania,+8808572525657,Vodafone,+12134842641,United States,,Verizon Wireless,0.8974242861112863,31.013891867451132,True
2016-03-16 15:24:47.980302,Romania,+8808572525668,Vodafone,+12134842641,United States,,Verizon Wireless,12.076462915482752,9.245385734524701,True
2016-03-12 15:24:47.980302,Romania,+8808572525643,Vodafone,+12134842641,United States,,Verizon Wireless,20.49972269339766,14.588170897673711,True
2016-03-08 15:24:47.980302,Romania,+8808572525645,Vodafone,+12134842641,United States,,Verizon Wireless,3.92224599664494,8.683318108546864,True
2016-03-24 15:24:47.980302,Romania,+8808572525615,Vodafone,+12134842641,United States,,Verizon Wireless,0.7116801750919775,7.937408005912189,True
2016-03-28 15:24:47.980302,Romania,+8808572525625,Vodafone,+12134842641,United States,x1101711,Verizon Wireless,25.0899976708075,11.825638394640448,True
2016-03-08 15:24:47.980302,Romania,+8808572525640,Vodafone,+12134842641,United States,x8616435,Verizon Wireless,41.56884094923038,16.403522836565624,True
2016-03-08 15:24:47.980302,Romania,+8808572525619,Vodafone,+12134842641,United States,,Verizon Wireless,0.5345252835767177,8.715835587772746,True
2016-03-23 15:24:47.980302,Romania,+8808572525664,Vodafone,+12134842641,United States,,Verizon Wireless,4.109979020858719,4.6963699848960285,True
2016-03-24 15:24:47.980302,Romania,+8808572525661,Vodafone,+12134842641,United States,,Verizon Wireless,0.9675695605152541,6.939303886727739,True
2016-03-13 15:24:47.980302,Romania,+8808572525614,Vodafone,+12134842641,United States,,Verizon Wireless,22.502525284503285,1.8326703266026012,True
2016-03-31 15:24:47.980302,Romania,+8808572525663,Vodafone,+12134842641,United States,,Verizon Wireless,17.831895981269447,3.8061706665673105,True
2016-03-13 15:24:47.980302,Romania,+8808572525656,Vodafone,+12134842641,United States,,Verizon Wireless,6.21008801905914,14.81865853636097,True
2016-03-25 15:24:47.980302,Romania,+8808572525640,Vodafone,+12134842641,United States,x6029931,Verizon Wireless,86.1973641210989,10.827894037354518,True
2016-03-05 15:24:47.980302,Romania,+8808572525662,Vodafone,+12134842641,United States,,Verizon Wireless,21.574484490033875,20.749966529749134,True
2016-03-10 15:24:47.980302,Romania,+8808572525657,Vodafone,+12134842641,United States,x7995745,Verizon Wireless,8.35480170939773,17.760993708635347,True
2016-03-19 15:24:47.980302,Romania,+8808572525638,Vodafone,+12134842641,United States,,Verizon Wireless,16.305057206162704,7.0702471592729434,True
2016-03-09 15:24:47.980302,Romania,+8808572525669,Vodafone,+12134842641,United States,x1569741,Verizon Wireless,14.01573580012383,9.867855030394576,True
2016-03-11 15:24:47.980302,Romania,+8808572525668,Vodafone,+12134842641,United States,,Verizon Wireless,6.524389903342798,20.636905152311,True
2016-03-13 15:24:47.980302,Romania,+8808572525635,Vodafone,+12134842641,United States,,Verizon Wireless,5.479607403245124,4.837919760839935,True
2016-03-12 15:24:47.980302,Romania,+8808572525656,Vodafone,+12134842641,United States,,Verizon Wireless,17.472920467272626,0.11662720197905621,True
2016-03-16 15:24:47.980302,Romania,+8808572525637,Vodafone,+12134842641,United States,x5244992,Verizon Wireless,18.388721165783522,16.60097113608612,True
2016-03-29 15:24:47.980302,Romania,+8808572525626,Vodafone,+12134842641,United States,,Verizon Wireless,8.363060471126383,4.277975611165345,True
2016-03-31 15:24:47.980302,Romania,+8808572525662,Vodafone,+12134842641,United States,,Verizon Wireless,12.140099053979238,17.64283315398289,True
2016-03-19 15:24:47.980302,Romania,+8808572525651,Vodafone,+12134842641,United States,,Verizon Wireless,6.52930294999412,18.195925194390362,True
2016-03-31 15:24:47.980302,Romania,+8808572525641,Vodafone,+12134842641,United States,x3716006,Verizon Wireless,13.5880769694589,0.544884161199259,True
2016-03-19 15:24:47.980302,Romania,+8808572525656,Vodafone,+12134842641,United States,,Verizon Wireless,39.311653402761436,16.541720342569228,True
2016-03-23 15:24:47.980302,Romania,+8808572525618,Vodafone,+12134842641,United States,x9032674,Verizon Wireless,21.647300818830978,21.050658890315894,True
2016-03-09 15:24:47.980302,Romania,+8808572525637,Vodafone,+12134842641,United States,,Verizon Wireless,1.6033612373418469,16.46609864967099,True
2016-03-24 15:24:47.980302,Romania,+8808572525632,Vodafone,+12134842641,United States,,Verizon Wireless,10.644939005548615,1.856152765141382,True
2016-03-15 15:24:47.980302,Romania,+8808572525627,Vodafone,+12134842641,United States,x6654357,Verizon Wireless,4.98735381623375,6.8240134327654225,True
2016-03-31 15:24:47.980302,Romania,+8808572525625,Vodafone,+12134842641,United States,,Verizon Wireless,11.852331558001282,21.52564899744061,True
2016-03-30 15:24:47.980302,Romania,+8808572525615,Vodafone,+12134842641,United States,,Verizon Wireless,40.366240259531395,10.980738087065037,True
2016-03-11 15:24:47.980302,Romania,+8808572525614,Vodafone,+12134842641,United States,,Verizon Wireless,10.753629855984647,5.500698103576317,True
2016-03-31 15:24:47.980302,Romania,+8808572525643,Vodafone,+12134842641,United States,,Verizon Wireless,0.09209292226130066,16.518672135327325,True
2016-03-12 15:24:47.980302,Romania,+8808572525628,Vodafone,+12134842641,United States,x4634140,Verizon Wireless,13.735482846277769,27.11493433592359,True
2016-03-16 15:24:47.980302,Romania,+8808572525668,Vodafone,+12134842641,United States,,Verizon Wireless,4.827515495569538,43.32159412867995,True
2016-03-23 15:24:47.980302,Romania,+8808572525629,Vodafone,+12134842641,United States,,Verizon Wireless,3.284099680991828,25.954268167771083,True
2016-03-26 15:24:47.980302,Romania,+8808572525664,Vodafone,+12134842641,United States,,Verizon Wireless,1.9936457382097366,11.971887923271487,True
2016-03-15 15:24:47.980302,Romania,+8808572525653,Vodafone,+12134842641,United States,,Verizon Wireless,6.214154426113111,2.6695659616806373,True
2016-03-30 15:24:47.980302,Romania,+8808572525638,Vodafone,+12134842641,United States,,Verizon Wireless,2.460607292206387,8.749356109245614,True
2016-03-12 15:24:47.980302,Romania,+8808572525658,Vodafone,+12134842641,United States,,Verizon Wireless,21.405437988278578,7.270557891553851,True
2016-03-22 15:24:47.980302,Romania,+8808572525652,Vodafone,+12134842641,United States,,Verizon Wireless,2.0675508582503066,8.668547693855848,True
2016-03-10 15:24:47.980302,Romania,+8808572525613,Vodafone,+12134842641,United States,,Verizon Wireless,9.267799148365796,23.528721665281815,True
2016-03-09 15:24:47.980302,Romania,+8808572525641,Vodafone,+12134842641,United States,,Verizon Wireless,4.007561166116402,0.695942986445725,True
2016-03-31 15:24:47.980302,Romania,+8808572525662,Vodafone,+12134842641,United States,x2941458,Verizon Wireless,0.5842873897913563,2.13570061564638,True
2016-03-08 15:24:47.980302,Romania,+8808572525611,Vodafone,+12134842641,United States,,Verizon Wireless,9.342052413929183,3.66033391059661,True
2016-03-15 15:24:47.980302,Romania,+8808572525614,Vodafone,+12134842641,United States,,Verizon Wireless,30.0555891743133,4.502303498246652,True
2016-03-25 15:24:47.980302,Romania,+8808572525630,Vodafone,+12134842641,United States,,Verizon Wireless,12.193321902691817,1.3826930275496903,True
2016-03-13 15:24:47.980302,Romania,+8808572525651,Vodafone,+12134842641,United States,x5611395,Verizon Wireless,9.46486326967983,1.8452271958742705,True
2016-03-18 15:24:47.980302,Romania,+8808572525652,Vodafone,+12134842641,United States,,Verizon Wireless,1.680629408347426,8.819133067735013,True
2016-03-18 15:24:47.980302,Romania,+8808572525618,Vodafone,+12134842641,United States,,Verizon Wireless,43.02551740834899,6.887116374619705,True
2016-03-02 15:24:47.980302,Romania,+8808572525655,Vodafone,+12134842641,United States,,Verizon Wireless,1.696968677766148,15.107619868971295,True
2016-03-15 15:24:47.980302,Romania,+8808572525644,Vodafone,+12134842641,United States,,Verizon Wireless,1.2983419441275306,14.199098988359736,True
2016-03-30 15:24:47.980302,Romania,+8808572525663,Vodafone,+12134842641,United States,,Verizon Wireless,18.257333048084906,5.072425748883774,True
2016-03-08 15:24:47.980302,Romania,+8808572525664,Vodafone,+12134842641,United States,,Verizon Wireless,16.697639225491262,4.172143542204424,True
2016-03-29 15:24:47.980302,Romania,+8808572525622,Vodafone,+12134842641,United States,,Verizon Wireless,18.849238011754014,1.0081974902910489,True
2016-03-17 15:24:47.980302,Romania,+8808572525625,Vodafone,+12134842641,United States,,Verizon Wireless,3.497066428640288,0.029194292336499686,True
2016-03-11 15:24:47.980302,Romania,+8808572525630,Vodafone,+12134842641,United States,,Verizon Wireless,8.771225347851281,1.4542558468933735,True
2016-03-23 15:24:47.980302,Romania,+8808572525633,Vodafone,+12134842641,United States,x4499361,Verizon Wireless,0.2287118705075727,6.488436014537761,True
2016-03-09 15:24:47.980302,Romania,+8808572525658,Vodafone,+12134842641,United States,x7137835,Verizon Wireless,17.408831406233134,22.50935271909907,True
2016-03-09 15:24:47.980302,Romania,+8808572525648,Vodafone,+12134842641,United States,,Verizon Wireless,10.409628202255663,4.627006343876251,True
2016-03-31 15:24:47.980302,Romania,+8808572525666,Vodafone,+12134842641,United States,,Verizon Wireless,12.3612711303935,6.336834867675881,True
2016-03-28 15:24:47.980302,Romania,+8808572525614,Vodafone,+12134842641,United States,x2429962,Verizon Wireless,1.5885426136262826,10.256322384689065,True
2016-03-15 15:24:47.980302,Romania,+8808572525619,Vodafone,+12134842641,United States,,Verizon Wireless,23.274262659969615,0.9613436620695724,True
2016-03-17 15:24:47.980302,Romania,+8808572525620,Vodafone,+12134842641,United States,,Verizon Wireless,2.726780124177088,2.768183786191036,True
2016-03-04 15:24:47.980302,Romania,+8808572525655,Vodafone,+12134842641,United States,x3758913,Verizon Wireless,20.38789961274919,35.47756611188116,True
2016-03-12 15:24:47.980302,Romania,+8808572525630,Vodafone,+12134842641,United States,,Verizon Wireless,18.229945158388208,20.595914549229274,True
2016-03-13 15:24:47.980302,Romania,+8808572525622,Vodafone,+12134842641,United States,x7190947,Verizon Wireless,10.331775626191261,13.239898845298404,True
2016-03-07 15:24:47.980302,Romania,+8808572525666,Vodafone,+12134842641,United States,x5761203,Verizon Wireless,11.107015248043341,0.12333231137879104,True
2016-03-15 15:24:47.980302,Romania,+8808572525619,Vodafone,+12134842641,United States,x6582279,Verizon Wireless,13.395680309853901,1.5343802729176204,True
2016-03-07 15:24:47.980302,Romania,+8808572525638,Vodafone,+12134842641,United States,,Verizon Wireless,2.2285559210786667,14.30497032391063,True
